○ 범죄 발생 및 검거 현황(전국) [],,,,,,,
죄종별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
피약취자·피유인자·피매매자(상해·치상),남자검거인원[명],명,1,-,1,2,-
피약취자·피유인자·피매매자(상해·치상),여자검거인원[명],명,-,-,-,1,-
피약취자·피유인자·피매매자(상해·치상),불상검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(상해·치상),법인체[개],개,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),발생건수[건],건,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),검거건수[건],건,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),발생건수 대비 검거건수[%],%,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),남자검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),여자검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),불상검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(살해·치사),법인체[개],개,-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),발생건수[건],건,-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),검거건수[건],건,-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),발생건수 대비 검거건수[%],%,-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),검거인원[명],명,-,1,-,-,-
피약취자·피유인자·피매매자(수수·은닉),남자검거인원[명],명,-,1,-,-,-
피약취자·피유인자·피매매자(수수·은닉),여자검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),불상검거인원[명],명,-,-,-,-,-
피약취자·피유인자·피매매자(수수·은닉),법인체[개],개,-,-,-,-,-
특가법(미성년자약취·유인),발생건수[건],건,,,,,-
특가법(미성년자약취·유인),검거건수[건],건,,,,,-
특가법(미성년자약취·유인),발생건수 대비 검거건수[%],%,,,,,-
특가법(미성년자약취·유인),검거인원[명],명,,,,,-
특가법(미성년자약취·유인),남자검거인원[명],명,,,,,-
특가법(미성년자약취·유인),여자검거인원[명],명,,,,,-
특가법(미성년자약취·유인),불상검거인원[명],명,,,,,-
특가법(미성년자약취·유인),법인체[개],개,,,,,-
특가법(약취·유인등),발생건수[건],건,-,3,-,-,-
특가법(약취·유인등),검거건수[건],건,-,3,-,-,-
특가법(약취·유인등),발생건수 대비 검거건수[%],%,-,100,-,-,-
특가법(약취·유인등),검거인원[명],명,-,5,-,-,-
특가법(약취·유인등),남자검거인원[명],명,-,4,-,-,-
특가법(약취·유인등),여자검거인원[명],명,-,1,-,-,-
특가법(약취·유인등),불상검거인원[명],명,-,-,-,-,-
특가법(약취·유인등),법인체[개],개,-,-,-,-,-
특가법(13세미만약취·유인),발생건수[건],건,1,3,2,-,2
특가법(13세미만약취·유인),검거건수[건],건,1,3,1,-,2
특가법(13세미만약취·유인),발생건수 대비 검거건수[%],%,100,100,50,-,100
특가법(13세미만약취·유인),검거인원[명],명,1,6,1,-,2
특가법(13세미만약취·유인),남자검거인원[명],명,1,5,1,-,1
특가법(13세미만약취·유인),여자검거인원[명],명,-,1,-,-,1
특가법(13세미만약취·유인),불상검거인원[명],명,-,-,-,-,-
특가법(13세미만약취·유인),법인체[개],개,-,-,-,-,-
아동복지법위반(아동매매),발생건수[건],건,5,-,-,-,1
아동복지법위반(아동매매),검거건수[건],건,5,-,-,-,1
아동복지법위반(아동매매),발생건수 대비 검거건수[%],%,100,-,-,-,100
아동복지법위반(아동매매),검거인원[명],명,27,-,1,1,1
아동복지법위반(아동매매),남자검거인원[명],명,5,-,-,1,-
아동복지법위반(아동매매),여자검거인원[명],명,22,-,1,-,1
아동복지법위반(아동매매),불상검거인원[명],명,-,-,-,-,-
아동복지법위반(아동매매),법인체[개],개,-,-,-,-,-
아동학대처벌법위반(상습국외이송),발생건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습국외이송),검거건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습국외이송),발생건수 대비 검거건수[%],%,-,-,-,-,-
아동학대처벌법위반(상습국외이송),검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습국외이송),남자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습국외이송),여자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습국외이송),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습국외이송),법인체[개],개,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),발생건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),검거건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),발생건수 대비 검거건수[%],%,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),남자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),여자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습약취·유인·인신매매),법인체[개],개,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),발생건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),검거건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),발생건수 대비 검거건수[%],%,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),남자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),여자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습피약취자·피매매자·피유인자),법인체[개],개,-,-,-,-,-
폭력행위등,발생건수[건],건,13302,11255,9204,8350,7398
폭력행위등,검거건수[건],건,12604,10668,8694,7945,7073
폭력행위등,발생건수 대비 검거건수[%],%,94.8,94.8,94.5,95.1,95.6
폭력행위등,검거인원[명],명,42278,37876,33082,29664,26365
폭력행위등,남자검거인원[명],명,33412,29387,25477,22491,20233
폭력행위등,여자검거인원[명],명,8075,7693,6761,6492,5460
폭력행위등,불상검거인원[명],명,791,796,844,681,672
폭력행위등,법인체[개],개,3,3,1,1,3
폭력행위등처벌에관한법률위반(상습),발생건수[건],건,71,48,23,43,40
폭력행위등처벌에관한법률위반(상습),검거건수[건],건,71,44,22,42,37
폭력행위등처벌에관한법률위반(상습),발생건수 대비 검거건수[%],%,100,91.7,95.7,97.7,92.5
폭력행위등처벌에관한법률위반(상습),검거인원[명],명,82,51,24,50,45
폭력행위등처벌에관한법률위반(상습),남자검거인원[명],명,77,50,23,47,42
폭력행위등처벌에관한법률위반(상습),여자검거인원[명],명,5,1,1,2,2
폭력행위등처벌에관한법률위반(상습),불상검거인원[명],명,-,-,-,1,1
폭력행위등처벌에관한법률위반(상습),법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(공동),발생건수[건],건,11799,10626,8659,7871,7049
폭력행위등처벌에관한법률위반(공동),검거건수[건],건,11058,10051,8162,7482,6753
폭력행위등처벌에관한법률위반(공동),발생건수 대비 검거건수[%],%,93.7,94.6,94.3,95.1,95.8
폭력행위등처벌에관한법률위반(공동),검거인원[명],명,39898,36670,31480,28656,25492
폭력행위등처벌에관한법률위반(공동),남자검거인원[명],명,31250,28254,23986,21631,19479
폭력행위등처벌에관한법률위반(공동),여자검거인원[명],명,7868,7625,6667,6376,5366
폭력행위등처벌에관한법률위반(공동),불상검거인원[명],명,780,791,827,649,647
폭력행위등처벌에관한법률위반(공동),법인체[개],개,3,3,1,1,3
"폭력행위등처벌에관한법률위반(집단,흉기등)",발생건수[건],건,826,115,164,108,81
"폭력행위등처벌에관한법률위반(집단,흉기등)",검거건수[건],건,872,124,156,104,71
"폭력행위등처벌에관한법률위반(집단,흉기등)",발생건수 대비 검거건수[%],%,105.6,107.8,95.1,96.3,87.7
"폭력행위등처벌에관한법률위반(집단,흉기등)",검거인원[명],명,1250,192,338,233,229
"폭력행위등처벌에관한법률위반(집단,흉기등)",남자검거인원[명],명,1098,159,283,181,162
"폭력행위등처벌에관한법률위반(집단,흉기등)",여자검거인원[명],명,142,29,48,37,48
"폭력행위등처벌에관한법률위반(집단,흉기등)",불상검거인원[명],명,10,4,7,15,19
"폭력행위등처벌에관한법률위반(집단,흉기등)",법인체[개],개,-,-,-,-,-
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",발생건수[건],건,22,8,10,6,6
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",검거건수[건],건,20,7,9,6,6
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",발생건수 대비 검거건수[%],%,90.9,87.5,90,100,100
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",검거인원[명],명,19,6,14,9,21
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",남자검거인원[명],명,16,6,10,9,14
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",여자검거인원[명],명,3,-,1,-,7
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",불상검거인원[명],명,-,-,3,-,-
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(야간·공동),발생건수[건],건,-,-,1,3,2
폭력행위등처벌에관한법률위반(야간·공동),검거건수[건],건,-,-,1,3,2
폭력행위등처벌에관한법률위반(야간·공동),발생건수 대비 검거건수[%],%,-,-,100,100,100
폭력행위등처벌에관한법률위반(야간·공동),검거인원[명],명,-,-,2,10,2
폭력행위등처벌에관한법률위반(야간·공동),남자검거인원[명],명,-,-,1,7,2
폭력행위등처벌에관한법률위반(야간·공동),여자검거인원[명],명,-,-,-,3,-
폭력행위등처벌에관한법률위반(야간·공동),불상검거인원[명],명,-,-,1,-,-
폭력행위등처벌에관한법률위반(야간·공동),법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(야간집단흉기등),발생건수[건],건,-,-,-,-,1
폭력행위등처벌에관한법률위반(야간집단흉기등),검거건수[건],건,-,-,-,-,1
폭력행위등처벌에관한법률위반(야간집단흉기등),발생건수 대비 검거건수[%],%,-,-,-,-,100
폭력행위등처벌에관한법률위반(야간집단흉기등),검거인원[명],명,-,-,-,-,3
폭력행위등처벌에관한법률위반(야간집단흉기등),남자검거인원[명],명,-,-,-,-,3
폭력행위등처벌에관한법률위반(야간집단흉기등),여자검거인원[명],명,-,-,-,-,-
폭력행위등처벌에관한법률위반(야간집단흉기등),불상검거인원[명],명,-,-,-,-,-
폭력행위등처벌에관한법률위반(야간집단흉기등),법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(단체등의구성·활동),발생건수[건],건,83,87,101,83,75
폭력행위등처벌에관한법률위반(단체등의구성·활동),검거건수[건],건,84,80,100,81,74
폭력행위등처벌에관한법률위반(단체등의구성·활동),발생건수 대비 검거건수[%],%,101.2,92,99,97.6,98.7
폭력행위등처벌에관한법률위반(단체등의구성·활동),검거인원[명],명,431,473,814,327,325
폭력행위등처벌에관한법률위반(단체등의구성·활동),남자검거인원[명],명,430,471,810,325,315
폭력행위등처벌에관한법률위반(단체등의구성·활동),여자검거인원[명],명,1,2,-,1,7
폭력행위등처벌에관한법률위반(단체등의구성·활동),불상검거인원[명],명,-,-,4,1,3
폭력행위등처벌에관한법률위반(단체등의구성·활동),법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),발생건수[건],건,94,39,56,76,55
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),검거건수[건],건,92,36,55,70,46
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),발생건수 대비 검거건수[%],%,97.9,92.3,98.2,92.1,83.6
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),검거인원[명],명,159,114,169,181,160
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),남자검거인원[명],명,127,94,134,106,134
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),여자검거인원[명],명,31,19,33,60,25
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),불상검거인원[명],명,1,1,2,15,1
폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등]),법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),발생건수[건],건,4,2,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),검거건수[건],건,4,2,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),발생건수 대비 검거건수[%],%,100,100,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),검거인원[명],명,11,17,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),남자검거인원[명],명,11,17,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),여자검거인원[명],명,-,-,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),불상검거인원[명],명,-,-,-,-,-
폭력행위등처벌에관한법률위반(단체등의이용·지원),법인체[개],개,-,-,-,-,-
폭력행위등처벌에관한법률위반(우범자),발생건수[건],건,403,330,190,160,89
폭력행위등처벌에관한법률위반(우범자),검거건수[건],건,403,324,189,157,83
폭력행위등처벌에관한법률위반(우범자),발생건수 대비 검거건수[%],%,100,98.2,99.5,98.1,93.3
폭력행위등처벌에관한법률위반(우범자),검거인원[명],명,428,353,241,198,88
폭력행위등처벌에관한법률위반(우범자),남자검거인원[명],명,403,336,230,185,82
폭력행위등처벌에관한법률위반(우범자),여자검거인원[명],명,25,17,11,13,5
폭력행위등처벌에관한법률위반(우범자),불상검거인원[명],명,-,-,-,-,1
폭력행위등처벌에관한법률위반(우범자),법인체[개],개,-,-,-,-,-
공갈,발생건수[건],건,3745,4152,4096,4847,5281
공갈,검거건수[건],건,3086,3026,2584,3031,2679
공갈,발생건수 대비 검거건수[%],%,82.4,72.9,63.1,62.5,50.7
공갈,검거인원[명],명,4313,4841,5053,5366,6028
